Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Region
37,2023-05-23,CUST037,Female,18,Beauty,3,25,75,North
38,2023-03-21,CUST038,Male,38,Beauty,4,50,200,South
39,2023-04-21,CUST039,Male,23,Clothing,4,30,120,North
40,2023-06-22,CUST040,Male,45,Beauty,1,50,50,East
41,2023-02-22,CUST041,Male,34,Clothing,2,25,50,East
42,2023-02-17,CUST042,Male,22,Clothing,3,300,900,South
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300,East
44,2023-02-19,CUST044,Female,22,Clothing,1,25,25,West
45,2023-07-03,CUST045,Female,55,Electronics,1,30,30,East
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200,West
47,2023-11-06,CUST047,Female,40,Beauty,3,500,1500,North
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900,East
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000,South
50,2023-08-24,CUST050,Female,27,Beauty,3,25,75,East
51,2023-10-02,CUST051,Male,27,Beauty,3,25,75,West
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300,South
53,2023-07-13,CUST053,Male,34,Electronics,2,50,100,West
54,2023-02-10,CUST054,Female,38,Electronics,3,500,1500,East
55,2023-10-10,CUST055,Male,31,Beauty,4,30,120,South
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900,North
57,2023-11-18,CUST057,Female,63,Beauty,1,30,30,North
58,2023-11-13,CUST058,Male,18,Clothing,4,300,1200,North
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50,West
60,2023-10-23,CUST060,Male,30,Beauty,3,50,150,North
61,2023-04-09,CUST061,Male,21,Beauty,4,50,200,West
62,2023-12-27,CUST062,Male,18,Beauty,2,50,100,West
63,2023-02-05,CUST063,Male,57,Electronics,2,25,50,North
64,2023-01-24,CUST064,Male,49,Clothing,4,25,100,East
65,2023-12-05,CUST065,Male,51,Electronics,4,500,2000,West
66,2023-04-27,CUST066,Female,45,Electronics,1,30,30,North
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200,East
68,2023-02-10,CUST068,Male,25,Electronics,1,300,300,North
69,2023-04-30,CUST069,Female,56,Beauty,3,25,75,South
70,2023-02-21,CUST070,Female,43,Clothing,1,300,300,East
71,2023-07-14,CUST071,Female,51,Beauty,4,25,100,North
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000,East
73,2023-08-21,CUST073,Male,29,Electronics,3,30,90,West
74,2023-11-22,CUST074,Female,18,Beauty,4,500,2000,West
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200,South
76,2023-03-25,CUST076,Female,22,Electronics,2,50,100,East
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100,South
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500,West
79,2023-04-18,CUST079,Male,34,Beauty,1,300,300,East
80,2023-12-10,CUST080,Female,64,Clothing,2,30,60,West
81,2023-05-17,CUST081,Male,40,Electronics,1,50,50,East
82,2023-12-26,CUST082,Female,32,Beauty,4,50,200,East
83,2023-12-16,CUST083,Male,54,Electronics,2,50,100,North
84,2023-11-28,CUST084,Female,38,Electronics,3,30,90,East
85,2023-02-06,CUST085,Male,31,Clothing,3,50,150,North
86,2023-11-08,CUST086,Male,19,Beauty,3,30,90,North
87,2023-11-22,CUST087,Female,28,Beauty,2,50,100,West
88,2023-03-29,CUST088,Male,56,Clothing,1,500,500,North
89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000,East
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30,East
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500,West
92,2023-08-25,CUST092,Female,51,Electronics,4,30,120,West
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000,South
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000,West
95,2023-11-24,CUST095,Female,32,Clothing,2,30,60,East
96,2023-12-19,CUST096,Female,44,Clothing,2,300,600,South
97,2023-10-13,CUST097,Female,51,Beauty,2,500,1000,West
98,2023-04-23,CUST098,Female,55,Beauty,2,50,100,East
99,2023-12-17,CUST099,Female,50,Electronics,4,300,1200,East
100,2023-06-16,CUST100,Male,41,Electronics,1,30,30,South
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600,South
102,2023-04-28,CUST102,Female,47,Beauty,2,25,50,East
103,2023-01-17,CUST103,Female,59,Clothing,1,25,25,South
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000,West
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500,East
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50,North
107,2023-02-03,CUST107,Female,21,Clothing,4,300,1200,East
108,2023-04-19,CUST108,Female,27,Beauty,3,25,75,West
109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000,East
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900,West
111,2023-04-19,CUST111,Female,34,Electronics,3,500,1500,North
112,2023-12-02,CUST112,Male,37,Clothing,3,500,1500,South
113,2023-09-13,CUST113,Female,41,Electronics,2,25,50,North
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100,West
115,2023-11-26,CUST115,Male,51,Clothing,3,500,1500,East
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30,West
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000,West
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000,South
119,2023-03-13,CUST119,Female,60,Clothing,3,50,150,South
120,2023-05-07,CUST120,Male,60,Beauty,1,50,50,West
121,2023-10-15,CUST121,Female,28,Electronics,4,50,200,West
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,East
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,South
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000,South
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,West
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90,East
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,East
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,East
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,North
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,South
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,East
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,South
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,East
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,East
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,East
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,East
137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000,East
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,East
139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000,East
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,West
141,2023-11-02,CUST141,Female,22,Electronics,1,50,50,West
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,East
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,North
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,West
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75,East
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,North
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,North
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,South
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75,South
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,South
151,2023-12-15,CUST151,Male,29,Clothing,1,50,50,West
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,South
153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000,West
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,West
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,West
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100,East
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,West
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,North
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,West
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,East
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,South
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,East
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,South
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,West
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,North
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,North
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,North
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300,West
169,2023-11-17,CUST169,Male,18,Beauty,3,500,1500,West
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,South
171,2023-11-24,CUST171,Female,52,Clothing,3,300,900,South
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50,West
173,2023-11-08,CUST173,Male,64,Electronics,4,30,120,East
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300,North
175,2023-03-20,CUST175,Female,31,Electronics,4,25,100,North
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,West
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100,East
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60,North
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,East
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900,North
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,North
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,West
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,West
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,South
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,West
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,North
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,West
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,West
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,East
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,West
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,West
192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,South
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,North
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,South
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,West
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,South
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,South
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,East
199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,West
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,West
201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,East
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,West
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,West
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,North
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,North
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,North
207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,South
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,East
209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,North
210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,North
211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,North
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,East
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,South
214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,West
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,North
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,West
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,East
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,East
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,South
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,West
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,East
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,East
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,South
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,East
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,East
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,North
227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,North
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,East
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,East
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,North
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,East
232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,South
233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,South
234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,North
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,North
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,North
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,West
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,South
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,West
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,East
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,South
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,West
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,South
244,2023-12-09,CUST244,Male,28,Beauty,2,50,100,North
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90,West
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50,South
247,2023-10-04,CUST247,Male,41,Electronics,2,30,60,East
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,South
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50,East
250,2023-10-23,CUST250,Male,48,Electronics,1,50,50,East
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,West
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,North
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,West
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,South
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,North
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,West
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,West
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,East
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,North
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,South
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,East
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,North
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,South
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,East
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,West
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,South
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,West
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,South
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,East
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,East
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,North
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,North
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,West
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,East
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,North
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,East
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,East
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,South
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,West
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,North
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,South
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,West
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,South
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,West
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,North
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,East
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,South
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,East
289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,North
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,South
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,North
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,North
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,West
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,West
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,West
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,South
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,East
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,West
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,North
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,West
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,East
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,East
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,East
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,East
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,East
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,East
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,East
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,South
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,South
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,East
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,North
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,East
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,West
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,East
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,North
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,South
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,West
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,South
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,North
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,West
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,East
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,North
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,South
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,East
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,East
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,West
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,South
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,North
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,East
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,North
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,North
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,West
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,South
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,West
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,West
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,West
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,West
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,South
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,South
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,East
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,East
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,North
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,South
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,East
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,North
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,West
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,South
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,West
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,North
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,South
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,South
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,West
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,East
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,South
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,West
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,North
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,South
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,North
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,East
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,West
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,South
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,West
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,West
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,West
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,South
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,West
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,North
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,East
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,East
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,East
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,West
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,South
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,South
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,North
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,South
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,South
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,West
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,West
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,South
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,West
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,East
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,East
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,North
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,West
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,South
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,South
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,North
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,East
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,South
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,West
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,South
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,South
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,South
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,East
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,East
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,East
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,East
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,North
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,South
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,West
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,North
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,East
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,North
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,North
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,South
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,West
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,South
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,South
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,East
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,North
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,South
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,West
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,South
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,East
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,East
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,North
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,North
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,West
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,North
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,West
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,South
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,North
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,South
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,West
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,North
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,South
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,West
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,West
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,North
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,West
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,East
